year,id,pap_majortopic,pap_subtopic,majortopic,subtopic,description,filter_democrat,words
1968,2821,14,1405,14,1405,"In the case of the program to help Appalachia, 81 percent of House Republicans and 58 percent of Senate Republicans voted to kill it, and 75 percent of House Republicans voted to kill corresponding programs of aid for other depressed regions of the country.",1,44
1968,2822,4,400,4,400,"The same negative attitude was present among Republicans in the 1950's, and one of the results was a crisis in the farm sector of the economy which the Democrats inherited in the 1960's.",1,33
1968,2823,4,400,4,400,"In the late Republican 1950's, the glut of farm surpluses amounted to over $8 billion, and the taxpayers were forced to pay $1 billion every year in interest and storage charges alone. Democrats, however, set out resolutely to reverse the picture.",1,41
1968,2824,4,400,4,400,"Democratic farm programs supported farm income, expanded farm exports and domestic consumption, helped farmers adjust their production to the size of the expanded markets, and reduced farm surpluses and storage costs to the lowest level since 1952.",1,37
1968,2825,17,1700,17,1700,Democrats have also acted vigorously to assure that American science and technology shall continue to lead the world.,1,18
1968,2826,17,1700,17,1700,"In atomic energy, in space exploration, in communications, in medicine, in oceanology, in fundamental and applied research in many fields, we have provided leadership and financial aid to the nation's scientists and engineers.",1,33
1968,2827,1,100,1,100,"Their genius has, in turn, powered our national economic growth.",1,10
1968,2828,0,-555,0,-555,Other measures affected all Americans everywhere.,1,6
1968,2829,12,1209,12,1201,"Under our constitutional system of federalism, the primary responsibility for law enforcement rests with selected local officials and with governors, but the federal government can and should play a constructive role in support of state and local authorities.",1,38
1968,2830,12,1209,12,1201,"In this conviction, Democratic leadership scented the enactment of a law which extended financial assistance to modernize local police departments, to train law enforcement personnel, and to develop modern police technology.",1,31
1968,2831,12,1209,12,1201,The effect of these provisions is already visible in an improved quality of law enforcement throughout the land.,1,18
1968,2832,12,1206,12,1206,"Under Democratic leadership, furthermore, the Juvenile Delinquence Prevention and Control Act was passed to aid states and communities to plan and carry out comprehensive programs to prevent and combat youth crime.",1,31
1968,2833,12,1200,12,1200,"We have added more personnel to strengthen the Federal Bureau of Investigation and the enforcement of narcotics laws, and have intensified the campaign against organized crime.",1,26
1968,2834,12,1200,12,1200,"The federal government has come swiftly to the aid of cities needing help to bring major disturbances under control, and Democratic leadership secured the enactment of a new gun control law as a step toward putting the weapons of wanton violence beyond the reach of criminal and irresponsible hands.",1,49
1968,2835,7,700,7,700,"To purify the air we breathe and the water we drink, Democrats led the way to the enactment of landmark anti-pollution legislation.",1,22
1968,2836,10,1000,10,1000,"To bring order into the administration of transportation programs and to coordinate transportation policy, Democrats in 1966 established a new Cabinet-level Department of Transportation.",1,24
1968,2837,15,1525,15,1525,"For the consumer, new standards of protection were enactedíïtruth-in-lending and truth-in-packaging, the Child Safety Act, the Pipeline Safety Act, the Wholesome Meat and Wholesome Poultry Acts.",1,26
1968,2838,10,1006,10,1002,"For America's 100 million automobile drivers, auto and highway safety legislation provided protection not previously known.",1,16
1968,2839,21,2101,21,2101,"For every American family, unparalleled achievements in conservation meant the development of balanced outdoor recreation programsíïinvolving magnificent new national parks, seashores, and lakeshoresíïall within an afternoon's drive of 110 million Americans.",1,31
1968,2840,21,2100,21,2100,"For the first time, we are beating the bulldozer to the nation's remaining open spaces.",1,15
1968,2841,21,2101,21,2101,"For the sake of all living Americans and for their posterity, the Wilderness Preservation Act of 1964 placed in perpetual trust millions of acres of primitive and wilderness areas.",1,29
1968,2842,16,1609,16,1608,"For America's sons who manned the nation's defenses, a new G.I. bill with greatly enlarged equitable benefits was enacted gratefully and proudly.",1,22
1968,2843,13,1303,13,1303,America's senior citizens enjoyed the largeí_ increase in social security since the system was inaugurated during the Democratic Presidency of Franklin D. Roosevelt.,1,23
1968,2844,13,1301,13,1302,"For the hungry, our food distribution programs were expanded to provide more than $1 billion worth of food a year for domestic use, giving millions of children, for the first time, enough to eat.",1,34
1968,2845,5,500,5,500,"A new minimum wage law raised paychecks and standards of living for millions, while a new network of training programs enabled more than a million Americans to learn new skills and become productive workers in the labor force.",1,38
1968,2846,9,900,9,900,A new Immigration Act removed the harsh injustice of the national origins quota system and opened our shores without discrimination to those who can contribute to the growth and strength of America.,1,32
1968,2847,0,-555,0,-555,Many more measures enacted under Democratic leadership could be added to this recital of achievements in our internal life since 1961.,1,21
1968,2848,0,-555,0,-555,But what we could list shares the character of what we have listed.,1,13
1968,2849,0,-555,0,-555,"All the measures alike are a witness to our desire to serve the people as a united whole, to chart the way for their orderly progress, to possess their confidenceíïby striving through our conduct to deserve to possess it.",1,39
1968,2850,19,1921,19,1921,The conscience of the entire world has been shocked by the brutal and unprovoked Soviet aggression against Czechoslovakia.,1,18
1968,2851,19,1921,19,1921,"By this act, Moscow has confessed that it is still the prisoner of its fear of freedom.",1,17
1968,2852,19,1921,19,1921,"And the Czechoslovakian people have shown that the love of freedom, in their land and throughout Eastern Europe, can never be crushed.",1,22
1968,2853,19,1921,19,1921,This severe blow to freedom and self-determination reinforces our commitment to the unending quest for peace and security in the world.,1,21
1968,2854,19,1900,19,1900,These dark days should not obscure the solid achievements of the past eight years.,1,14
1968,2855,16,1605,16,1605,Nuclear war has been avoided.,1,5
1968,2856,19,1910,19,1910,West Berlin and Western Europe are still free.,1,8
1968,2857,16,1605,16,1605,"The blend of American power and restraint, so dramatically demonstrated in the Cuban missile crisis, earned the respect of the world and prepared the way for a series of arms control agreements with the Soviet Union.",1,36
1968,2858,16,1605,16,1605,"Long and patient negotiation by Presidents Kennedy and Johnson resulted in the Nuclear Test Ban, Nuclear Non-Proliferation, and Space treaties and the ""hot line.""",1,24
