year,id,pap_majortopic,pap_subtopic,majortopic,subtopic,description,words
1980,4584,16,1609,16,1608,We are committed to providing timely and adequate adjustments in compensation for service-disabled veterans and the survivors of those who died as a result of their service.,27
1980,4585,16,1609,16,1608,"We are also committed to maintaining the pension program for those who have served during a period of war, for those who were disabled and impoverished, and for their widows and orphans.",32
1980,4586,16,1609,16,1608,"We will support measures to provide for every veteran at death a final resting place for his remains in a national cemetery, and for costs of transportation thereto.",28
1980,4587,16,1609,16,1608,Veterans preference in federal employment in all departments and agencies will be continued and strictly enforced.,16
1980,4588,16,1609,16,1608,Retired military benefits deserve more than the cursory attention given them by a Department of Defense otherwise interested in on-going programs.,21
1980,4589,16,1609,16,1608,We believe that such benefits should be administered by the Veterans Administration.,12
1980,4590,2,200,2,200,The widespread distribution of private property ownership is the cornerstone of American liberty.,13
1980,4591,2,200,2,200,Without it neither our free enterprise system nor our republican form of government could long endure.,16
1980,4592,2,200,2,200,"Under Democratic rule, the federal government has become an aggressive enemy of the human right to private property ownership. Ppp",20
1980,4593,2,200,2,200,"It has dissipated savings through depreciation of the dollar, enforced price controls on private exchange of goods, attempted to enforce severe land use controls, and mistreated hundreds of thousands of national park and forest inholders.",35
1980,4594,2,200,2,200,The next Republican Administration will reverse this baneful trend.,9
1980,4595,2,200,2,200,"It will not only protect the cherished human right of property ownership, but will also work to help millions of Americansíïparticularly those from disadvantaged groupsíïto share in the ownership of the wealth of their nation.",35
1980,4596,10,1002,10,1002,"Americans enjoy greater personal mobility than any other people on earth, largely as a result of the availability of automobiles and our modern highway system.",25
1980,4597,10,1002,10,1002,Republicans reject the elitist notion that Americans must be forced out of their cars.,14
1980,4598,10,1002,10,1002,"Instead, we vigorously support the right of personal mobility and freedom as exemplified by the automobile and our modern highway system.",21
1980,4599,10,1002,10,1002,"While recognizing the importance of fuel efficiency and alternate modes of transportation, we quickly acknowledge that for millions of Americans there is no substitute on the horizon for the automobile.",30
1980,4600,10,1002,10,1002,"We reaffirm our support for a healthy domestic automobile industry, complete with continued support for the highway trust fund, which is the fairest method yet devised for financing America's highway system.",31
1980,4601,10,1002,10,1002,Republicans recognize the need for further improvement in highway safety.,10
1980,4602,10,1002,10,1002,"Projections indicate that highway fatalities may exceed 60,000 per year in the coming decades.",14
1980,4603,10,1002,10,1002,"Republicans support accelerated cost-effective efforts to improve highway, automobile, and individual driver safety.",13
1980,4604,-555,-555,0,-555,"The essence of freedom is the right of law-abiding individuals to life, liberty, and the pursuit of happiness without undue governmental intervention.",22
1980,4605,2,208,2,208,"Yet government in recent years, particularly at the federal level, has overwhelmed citizens with demands for personal information and has accumulated vast amounts of such data through the IRS, the Social Security Administration, the Bureau of the Census, and other agencies.",41
1980,4606,2,208,2,208,"Under certain limited circumstances, such information can serve legitimate societal interests, but there must be protection against abuse.",18
1980,4607,2,208,2,208,"Republicans share the concerns of our citizens as to the nature, use, and final disposition of the volume of personal information being collected.",23
1980,4608,2,208,2,208,We are alarmed by Washington's growing collection and dissemination of such data.,12
1980,4609,2,208,2,208,There must be protection against its misuse or disclosure.,9
1980,4610,2,208,2,208,The Republican Party commits itself to guaranteeing an individual's right of privacy.,12
1980,4611,2,208,2,208,We support efforts of state governments to ensure individual privacy.,10
1980,4612,2,201,2,201,"For millions of black Americans, the past four years have been a long trail of broken promises and broken dreams.",20
1980,4613,2,201,2,201,The Carter Administration entered office with a pledge to 'all minorities' of a brighter economic future.,16
1980,4614,1,103,1,103,Today there are more black Americans unemployed than on the day Mr. Carter became President.,15
1980,4615,1,103,1,103,The unemployment rate of black teenagers is once again rising sharply.,11
1980,4616,2,201,2,201,And the median income of black families has declined to less than 60 percent of white family income.,18
1980,4617,2,201,2,201,Republicans will not make idle promises to blacks and other minorities;,11
1980,4618,2,201,2,201,we are beyond the day when any American can live off rhetoric or political platitudes.,15
1980,4619,1,100,1,100,Our Party specifically rejects the philosophy of the Carter Administration that unemployment is the answer to inflation.,17
1980,4620,1,101,1,101,We abhor the notion that our cities should become battlegrounds in the fight against inflation and that the jobs of black Americans should be sacrificed in an attempt to counterbalance the inflationary excess of government.,35
1980,4621,13,1302,13,1302,"Nor are we prepared to accept the practice of turning the poor into permanent wards of the state, trading their political support for continued financial assistance.",26
1980,4622,1,100,1,100,Our fundamental answer to the economic problems of black Americans is the same answer we make to all Americansíïfull employment without inflation through economic growth.,25
